Date,SeasonNumber,Player,MatchId,Map,Category,Playlist,PreCsr,PostCsr,Rank,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,TotalKills,KillsMelee,KillsGrenade,KillsHeadshot,KillsPower,AssistsEmp,AssistsDriver,AssistsCallout,Deaths,Assists,Betrayals,Suicides,MaxSpree,VehicleDestroys,VehicleHijacks,ExpectedKills,ExpectedDeaths,Score,Perfects,Medals,LengthSeconds,Win,Loss,Draw
2024-10-09 22:03:38,8.0,Zaidster7,078b2626-5933-4926-9d6c-cd7eb743021d,Empyrean - Ranked,CTF 3 Captures,Ranked Arena,1532,1532,1,Draw,60.08,8553,9063,253,152,101,1.0,2.66,25,4.0,0.0,17.0,2.0,0.0,0.0,0.0,25,8,0,0,4,0,0,28.0,27.0,3250.0,0,12,1064,0,0,1
2024-10-09 22:22:54,8.0,Zaidster7,658cbc70-a856-4bed-8a92-ad7a79d12742,Interference,King of the Hill,Ranked Arena,1532,1524,5,Loss,64.44,3987,5001,135,87,48,0.73,-2.33,11,0.0,1.0,8.0,2.0,0.0,0.0,0.0,15,5,0,0,3,0,0,16.0,15.0,1550.0,0,6,565,0,1,0
2024-10-09 22:33:54,8.0,Zaidster7,e7ebd5a6-cd27-4429-8e97-66ea5db48f40,Solitude - Ranked,Slayer,Ranked Arena,1524,1516,5,Loss,60.78,4022,3970,153,93,60,0.92,1.33,11,3.0,0.0,7.0,0.0,0.0,0.0,3.0,12,7,0,0,3,0,0,12.0,11.0,1480.0,0,5,428,0,1,0
2024-10-11 19:13:31,8.0,Zaidster7,38fec2bb-233f-453f-a70a-1bc576279806,Recharge - Ranked,King of the Hill,Ranked Arena,1516,1524,2,Win,61.45,4442,4653,179,110,69,1.23,6.33,16,2.0,0.0,8.0,0.0,0.0,0.0,2.0,13,10,0,0,5,0,0,16.0,14.0,2295.0,0,8,563,1,0,0
2024-10-11 19:24:54,8.0,Zaidster7,6a3b9f93-f7b7-4ad1-a1a0-18f01fd8e121,Interference,Strongholds,Ranked Arena,1524,1531,1,Win,59.63,4517,4087,161,96,65,1.0,3.33,10,1.0,2.0,5.0,0.0,0.0,0.0,1.0,10,10,0,0,6,0,0,13.0,13.0,1685.0,0,4,487,1,0,0
2024-10-11 19:34:43,8.0,Zaidster7,c9954253-a1de-4a53-af65-50b7edc1d440,Interference,Strongholds,Ranked Arena,1531,1523,5,Loss,54.71,5904,6489,223,122,101,1.33,7.0,24,1.0,2.0,16.0,0.0,0.0,0.0,0.0,18,3,0,0,5,0,0,21.0,21.0,2925.0,0,6,790,0,1,0
2024-10-11 20:00:42,8.0,Zaidster7,19977a05-f4b2-42b2-b191-855f6c39924d,Live Fire - Ranked,Oddball,Ranked Arena,0,0,1,Draw,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0.0,0,0,38,0,0,1
2024-10-11 20:02:38,8.0,Zaidster7,facc68ca-732a-47e8-be65-e2f088ecc7ee,Live Fire - Ranked,Strongholds,Ranked Arena,1523,1531,1,Win,56.07,6022,5567,173,97,76,0.95,3.66,18,1.0,2.0,12.0,2.0,0.0,0.0,1.0,19,14,0,0,3,0,0,17.0,17.0,2810.0,0,13,661,1,0,0
2024-10-11 20:15:38,8.0,Zaidster7,a70103d0-e251-434c-b044-b7a4e2a63e92,Live Fire - Ranked,Oddball,Ranked Arena,1531,1539,4,Win,58.28,10795,11063,338,197,141,0.97,3.33,34,4.0,4.0,16.0,3.0,0.0,0.0,1.0,35,13,0,0,6,0,0,35.0,35.0,4365.0,0,22,1340,1,0,0
2024-10-11 20:42:35,8.0,Zaidster7,97483ab6-7286-4ed1-b9a3-891722f70046,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1539,1547,3,Win,59.41,5720,4918,170,101,69,1.13,4.0,17,4.0,1.0,10.0,2.0,0.0,0.0,2.0,15,6,0,0,3,0,0,20.0,19.0,2220.0,0,10,758,1,0,0
2024-10-11 20:58:26,8.0,Zaidster7,77719df7-6401-4388-aa19-2da67cfad91f,Recharge - Ranked,Strongholds,Ranked Arena,1547,1547,6,Left,70.37,1154,1489,27,19,8,0.67,-2.0,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6,0,0,0,2,0,0,3.0,7.0,450.0,0,0,272,0,0,0
2024-10-11 21:03:06,8.0,Zaidster7,82f03bcd-c5f3-4463-9205-65dedcb10dd1,Live Fire - Ranked,King of the Hill,Ranked Arena,1547,1554,3,Win,52.97,4620,6147,202,107,95,0.82,0.0,14,5.0,0.0,7.0,1.0,0.0,0.0,3.0,17,9,0,0,2,0,0,20.0,20.0,2055.0,0,3,740,1,0,0
2024-10-11 21:23:14,8.0,Zaidster7,339ab4e9-6c51-4b7d-93be-384af219473c,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1554,1546,5,Loss,55.87,6749,8723,213,119,94,0.82,-2.33,23,3.0,1.0,15.0,1.0,0.0,0.0,0.0,28,8,0,0,4,0,0,24.0,26.0,3200.0,0,13,983,0,1,0
2024-10-11 21:42:33,8.0,Zaidster7,aaebec2f-a0f5-4174-b855-b4ee39156bb6,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1546,1538,6,Loss,55.13,5710,7182,234,129,105,1.05,4.66,20,3.0,1.0,13.0,2.0,0.0,0.0,3.0,19,11,0,0,4,0,0,20.0,19.0,2615.0,0,11,748,0,1,0
2024-10-11 21:56:05,8.0,Zaidster7,c4c9c632-19d3-4fe7-b12d-229cb68a3158,Live Fire - Ranked,King of the Hill,Ranked Arena,1538,1546,1,Win,69.48,4677,3240,154,107,47,1.36,8.33,15,1.0,1.0,12.0,1.0,0.0,0.0,0.0,11,13,0,0,3,0,0,14.0,12.0,2225.0,0,5,471,1,0,0
2024-10-11 22:05:43,8.0,Zaidster7,7c3fed83-f78a-4c29-a4bf-ec8fc20252d7,Streets - Ranked,Oddball,Ranked Arena,1546,1554,1,Win,63.81,6966,7155,210,134,76,1.26,8.33,24,5.0,1.0,11.0,0.0,0.0,0.0,1.0,19,10,0,0,4,0,0,27.0,22.0,3995.0,0,15,901,1,0,0
2024-10-11 22:22:29,8.0,Zaidster7,c0ec47f4-2f95-48e2-a545-f41f02176ac9,Streets - Ranked,Oddball,Ranked Arena,1554,1563,4,Win,68.6,13430,10536,363,249,114,1.78,27.0,48,8.0,1.0,26.0,0.0,0.0,0.0,2.0,27,18,0,0,7,0,0,36.0,31.0,5940.0,0,30,1239,1,0,0
2024-10-11 22:45:21,8.0,Zaidster7,6ad677b4-fa0a-48a9-8f65-dfdec436595e,Recharge - Ranked,Strongholds,Ranked Arena,1563,1570,1,Win,61.97,6620,6667,234,145,89,1.06,3.66,19,3.0,0.0,10.0,0.0,0.0,0.0,0.0,18,8,0,0,5,0,0,22.0,19.0,2500.0,0,11,760,1,0,0
2024-10-11 22:59:21,8.0,Zaidster7,bb1359c5-9015-45f3-9930-4a0c4d5ffe66,Interference,Slayer,Ranked Arena,1570,1561,6,Loss,62.35,3031,4134,85,53,32,0.67,-3.0,10,1.0,1.0,6.0,1.0,0.0,0.0,1.0,15,6,0,0,3,0,0,12.0,11.0,1310.0,0,6,446,0,1,0
2024-10-11 23:08:40,8.0,Zaidster7,661e325e-05c3-4e51-9d64-978c78fda395,Recharge - Ranked,Strongholds,Ranked Arena,1561,1553,5,Loss,56.48,6143,6029,193,109,84,1.11,4.33,20,3.0,1.0,7.0,0.0,0.0,0.0,0.0,18,7,0,0,3,0,0,21.0,19.0,2700.0,0,11,760,0,1,0
2024-10-11 23:22:29,8.0,Zaidster7,33ebbf51-f496-497c-b27f-e0d5a85a4f0c,Argyle - Ranked,CTF 3 Captures,Ranked Arena,0,0,1,Draw,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0.0,0,0,38,0,0,1
2024-10-11 23:25:11,8.0,Zaidster7,1c3d2bf9-e1b7-47cb-b6b0-a8e2f705dcd9,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1553,1546,5,Loss,61.93,5960,6293,218,135,83,1.35,9.33,27,2.0,0.0,19.0,2.0,0.0,0.0,0.0,20,7,0,0,4,0,0,19.0,19.0,3495.0,0,15,749,0,1,0
2024-10-11 23:38:34,8.0,Zaidster7,9954e79f-1ede-4233-a61e-c1b469599e5d,Solitude - Ranked,Slayer,Ranked Arena,1546,1538,6,Loss,57.05,4196,3907,149,85,64,1.2,3.66,12,3.0,1.0,7.0,0.0,0.0,0.0,0.0,10,5,0,0,4,0,0,14.0,13.0,1450.0,0,6,508,0,1,0
2024-10-11 23:48:02,8.0,Zaidster7,fd9852c1-09f6-41c1-9f74-fba1506e85d7,Recharge - Ranked,King of the Hill,Ranked Arena,1538,1546,3,Win,57.08,5911,5809,240,137,103,1.13,5.33,18,5.0,1.0,10.0,0.0,0.0,0.0,2.0,16,10,0,0,3,0,0,21.0,17.0,2370.0,0,8,685,1,0,0
2024-10-12 00:00:28,8.0,Zaidster7,69471bc4-ced1-4388-8870-d2112b805729,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1546,1538,7,Loss,62.8,5789,6473,207,130,77,0.91,-0.66,20,2.0,2.0,13.0,0.0,0.0,0.0,2.0,22,4,0,0,3,0,0,24.0,21.0,2280.0,0,7,877,0,1,0
2024-10-12 00:17:02,8.0,Zaidster7,d694d900-09eb-449f-a722-60ea9b2b66cb,Solitude - Ranked,Slayer,Ranked Arena,1538,1531,5,Loss,62.67,3932,3643,150,94,56,1.36,5.66,15,3.0,0.0,7.0,0.0,0.0,0.0,0.0,11,5,0,0,4,0,0,11.0,10.0,1750.0,0,10,408,0,1,0
2024-10-12 00:25:40,8.0,Zaidster7,fb8bce4c-bfff-4831-8600-ae2a56e7fab9,Live Fire - Ranked,King of the Hill,Ranked Arena,1531,1524,5,Loss,65.16,5767,4700,155,101,54,1.69,10.66,22,6.0,0.0,11.0,1.0,0.0,0.0,0.0,13,5,0,0,4,0,0,17.0,15.0,2950.0,0,9,582,0,1,0
2024-10-12 00:36:30,8.0,Zaidster7,61810208-19e6-4da9-ad8d-71935e40260a,Empyrean - Ranked,CTF 3 Captures,Ranked Arena,1524,1516,6,Loss,63.73,5579,6281,204,130,74,0.75,-2.33,15,2.0,0.0,9.0,2.0,0.0,0.0,1.0,20,8,0,1,4,0,0,21.0,19.0,1945.0,0,9,774,0,1,0
2024-10-12 00:50:38,8.0,Zaidster7,68557567-4815-4564-9d93-27633d190901,Live Fire - Ranked,Slayer,Ranked Arena,1516,1508,7,Loss,58.43,4920,4489,166,97,69,0.92,1.33,11,0.0,1.0,8.0,2.0,0.0,0.0,1.0,12,7,0,0,2,0,0,18.0,15.0,1460.0,0,3,611,0,1,0
2024-10-12 01:02:08,8.0,Zaidster7,10e00415-de9e-4dcd-8181-8ab81e1fa322,Solitude - Ranked,Slayer,Ranked Arena,1508,1517,1,Win,63.25,4285,3482,166,105,61,1.64,9.33,18,0.0,0.0,11.0,0.0,0.0,0.0,1.0,11,7,0,0,6,0,0,14.0,11.0,2160.0,0,9,476,1,0,0
2024-10-12 01:11:10,8.0,Zaidster7,20cf9d41-1740-48e3-a2cb-a0b17a890969,Interference,Slayer,Ranked Arena,0,0,7,Left,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0.0,0,0,35,0,0,0
2024-10-12 01:12:26,8.0,Zaidster7,3adfe905-ce4b-4b24-8d2d-cf3736b1f602,Solitude - Ranked,Slayer,Ranked Arena,1517,1526,1,Win,62.42,4459,4313,157,98,59,1.42,7.0,17,4.0,0.0,12.0,0.0,0.0,0.0,0.0,12,6,0,0,5,0,0,13.0,11.0,2000.0,0,12,468,1,0,0
2024-10-12 01:21:44,8.0,Zaidster7,5335da8c-59de-406b-8720-b323b3b9d85c,Streets - Ranked,Oddball,Ranked Arena,1526,1534,3,Win,61.42,9312,7592,267,164,103,1.07,7.33,29,5.0,1.0,17.0,0.0,0.0,0.0,0.0,27,16,0,0,5,0,0,32.0,26.0,4050.0,0,16,1040,1,0,0
2024-10-12 22:00:19,8.0,Zaidster7,26575974-7135-4f23-9593-d794afc72b0a,Recharge - Ranked,King of the Hill,Ranked Arena,1534,1526,7,Loss,62.17,7448,6868,230,143,87,1.19,8.66,25,6.0,0.0,11.0,0.0,0.0,0.0,2.0,21,14,0,0,7,0,0,22.0,21.0,3595.0,0,13,794,0,1,0
2024-10-12 22:14:14,8.0,Zaidster7,86f61e1b-51c9-4b9e-bfe7-789b972c7252,Live Fire - Ranked,Strongholds,Ranked Arena,1526,1534,1,Win,62.75,5269,5066,153,96,57,1.13,4.0,17,0.0,2.0,10.0,4.0,0.0,0.0,1.0,15,6,0,0,6,0,0,20.0,16.0,2310.0,0,8,670,1,0,0
2024-10-12 22:26:26,8.0,Zaidster7,e1d474d9-2a6f-427b-9b6d-3cd045f83cc6,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1534,1526,5,Loss,60.47,2509,2345,129,78,51,0.7,-2.33,7,1.0,0.0,4.0,2.0,0.0,0.0,0.0,10,2,0,0,2,0,0,9.0,9.0,850.0,0,5,359,0,1,0
2024-10-12 22:34:46,8.0,Zaidster7,f5b562e0-e4ff-4140-a56e-2a7984a9d53a,Interference,Slayer,Ranked Arena,1526,1518,8,Loss,51.48,3663,4734,169,87,82,0.4,-6.33,6,1.0,2.0,2.0,0.0,0.0,0.0,1.0,15,8,0,0,1,0,0,14.0,13.0,1010.0,0,1,523,0,1,0
2024-10-12 22:44:36,8.0,Zaidster7,c8a72132-debb-43da-90d2-8ecec6806af1,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1518,1526,1,Win,60.48,5148,6020,167,101,66,0.78,-1.0,14,3.0,0.0,8.0,1.0,0.0,0.0,1.0,18,9,0,0,3,0,0,21.0,19.0,2405.0,0,4,780,1,0,0
2024-10-12 23:01:01,8.0,Zaidster7,3ff16755-616a-4f00-b5d2-9b439371d9c0,Interference,Slayer,Ranked Arena,1526,1534,2,Win,57.89,4527,2917,133,77,56,1.56,6.66,14,1.0,1.0,9.0,3.0,0.0,0.0,2.0,9,5,0,0,5,0,0,12.0,10.0,1670.0,0,10,420,1,0,0
2024-10-12 23:09:30,8.0,Zaidster7,188ef686-6cec-4ffa-8707-a5dc44e79d6e,Recharge - Ranked,King of the Hill,Ranked Arena,1534,1525,5,Loss,58.17,5466,5992,208,121,87,0.62,-6.66,13,1.0,0.0,9.0,0.0,0.0,0.0,0.0,21,4,0,0,3,0,0,18.0,18.0,1725.0,0,8,661,0,1,0
2024-10-12 23:21:12,8.0,Zaidster7,b257680a-18e8-47d1-ae6f-e2a2a8abfcb6,Aquarius - Ranked,CTF,Ranked Arena,1525,1517,7,Loss,57.51,5942,6806,233,134,99,0.95,1.66,18,4.0,0.0,9.0,0.0,0.0,0.0,1.0,19,8,0,0,6,0,0,19.0,19.0,2410.0,0,14,747,0,1,0
2024-10-12 23:34:35,8.0,Zaidster7,7493adfc-da62-4b83-8292-27a17ce29a26,Streets - Ranked,Oddball,Ranked Arena,1517,1525,4,Win,68.54,6491,5629,178,122,56,1.6,11.0,24,2.0,0.0,18.0,0.0,0.0,0.0,4.0,15,6,0,0,5,0,0,22.0,18.0,2765.0,0,7,720,1,0,0
2024-10-12 23:48:43,8.0,Zaidster7,5ae386d5-197b-4198-a822-923af33d88bd,Live Fire - Ranked,Doubles Slayer,Ranked Doubles,1491,1501,2,Win,55.04,3815,3909,129,71,58,1.5,5.66,12,2.0,1.0,7.0,1.0,0.0,0.0,0.0,8,5,0,0,3,0,0,14.0,12.0,1450.0,0,4,596,1,0,0
2024-10-17 15:42:48,8.0,Zaidster7,2826f1c9-11af-43cf-b4d4-d4c9335c7603,Streets - Ranked,Slayer,Ranked Arena,0,0,1,Draw,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,0.0,0,0,82,0,0,1
2024-10-17 15:52:07,8.0,Zaidster7,a3eea1e4-3aaa-4eed-b934-5178b1f1d5bd,Streets - Ranked,Oddball,Ranked Arena,1525,1532,4,Win,66.23,4445,4188,151,100,51,1.15,4.0,15,1.0,1.0,9.0,0.0,0.0,0.0,2.0,13,6,0,0,5,0,0,17.0,14.0,1840.0,0,6,598,1,0,0
2024-10-18 16:39:00,8.0,Zaidster7,d7648e7f-1854-431d-a06d-755971e3614a,Recharge - Ranked,King of the Hill,Ranked Arena,1532,1524,5,Loss,58.7,7392,6809,276,162,114,1.22,8.0,22,3.0,1.0,14.0,0.0,0.0,0.0,1.0,18,12,0,0,4,0,0,23.0,23.0,3185.0,0,7,874,0,1,0
2024-10-18 16:54:44,8.0,Zaidster7,e55c17c0-fbbd-4389-8459-59052574c4a7,Live Fire - Ranked,Strongholds,Ranked Arena,1524,1516,5,Loss,59.55,5456,5965,178,106,72,1.2,7.0,18,3.0,2.0,10.0,2.0,0.0,0.0,0.0,15,12,0,0,4,0,0,20.0,20.0,2775.0,0,9,763,0,1,0
2024-10-18 17:10:45,8.0,Zaidster7,9a2bab2b-61f0-4af0-81dd-eec5a8511be8,Live Fire - Ranked,Oddball,Ranked Arena,1516,1508,5,Loss,60.34,7903,8491,290,175,115,1.07,5.33,29,3.0,0.0,18.0,0.0,0.0,0.0,1.0,27,10,0,0,5,0,0,28.0,27.0,3835.0,0,11,1020,0,1,0
2024-10-20 09:56:56,8.0,Zaidster7,126a1f93-e1bc-4347-8cb5-c8fa77938a41,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1508,1517,3,Win,60.49,6644,6584,205,124,81,1.16,6.66,22,5.0,0.0,12.0,7.0,0.0,0.0,1.0,19,11,0,0,7,0,0,19.0,19.0,2860.0,0,19,752,1,0,0
2024-10-20 10:18:31,8.0,Zaidster7,c0e164e9-333b-4c10-a6c0-03ef8bb65f3f,Streets - Ranked,Oddball,Ranked Arena,1517,1509,8,Loss,58.64,6142,7310,220,129,91,0.74,-1.33,17,4.0,0.0,8.0,0.0,0.0,0.0,1.0,23,14,0,0,3,0,0,22.0,23.0,2420.0,0,4,873,0,1,0
2024-10-20 10:34:20,8.0,Zaidster7,0fa0e249-822e-4810-8a3b-dcc1c29fcd5d,Live Fire - Ranked,Strongholds,Ranked Arena,1509,1502,5,Loss,54.87,5139,5516,195,107,88,1.06,2.66,18,3.0,3.0,9.0,0.0,0.0,0.0,0.0,17,5,0,0,4,0,0,14.0,16.0,2500.0,0,6,585,0,1,0
2024-10-24 20:27:08,8.0,Zaidster7,77f7520b-ecf5-4cad-bc1e-4937a90b4239,Empyrean - Ranked,CTF 3 Captures,Ranked Arena,1502,1494,6,Loss,50.3,4932,5994,165,83,82,1.06,3.0,18,1.0,0.0,12.0,4.0,0.0,0.0,0.0,17,6,0,0,4,0,0,20.0,20.0,2100.0,0,7,804,0,1,0
2024-10-24 20:41:55,8.0,Zaidster7,2ce2e83c-3ee0-44bf-951e-5fa39b28ef01,Aquarius - Ranked,CTF,Ranked Arena,1494,1503,1,Win,64.19,8022,7795,229,147,82,1.0,5.0,28,4.0,2.0,16.0,0.0,0.0,0.0,3.0,28,15,0,0,6,0,0,23.0,23.0,4285.0,0,16,905,1,0,0
2024-10-24 20:58:07,8.0,Zaidster7,4ed72034-0ce6-49b6-b821-12246e2359b8,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1503,1511,1,Win,57.3,5321,5884,185,106,79,0.68,-2.66,13,1.0,1.0,8.0,1.0,0.0,0.0,1.0,19,10,0,0,3,0,0,20.0,18.0,2160.0,0,9,752,1,0,0
2024-10-24 21:14:24,8.0,Zaidster7,5ac1a9be-d8f1-43ce-a41c-4f99c0ba9081,Solitude - Ranked,Slayer,Ranked Arena,1511,1519,2,Win,67.07,4350,3602,164,110,54,1.3,6.33,13,3.0,0.0,8.0,0.0,0.0,0.0,2.0,10,10,0,0,4,0,0,13.0,11.0,1820.0,0,8,452,1,0,0
2024-10-30 21:13:23,8.0,Zaidster7,8191a4c2-62d4-4c51-9d8e-cdd94a90ca9b,Interference,Slayer,Ranked Arena,1519,1527,4,Win,48.51,2967,4490,134,65,69,0.46,-4.33,6,3.0,0.0,3.0,0.0,0.0,0.0,0.0,13,8,0,0,2,0,0,12.0,10.0,1000.0,0,3,418,1,0,0
2024-10-30 21:21:33,8.0,Zaidster7,fa6810f9-d8bd-412f-a838-f96e619dd280,Aquarius - Ranked,CTF,Ranked Arena,1527,1519,7,Loss,54.07,5211,5553,172,93,79,1.0,2.33,18,3.0,1.0,11.0,0.0,0.0,0.0,0.0,18,7,0,0,4,0,0,17.0,17.0,2445.0,0,7,676,0,1,0
2024-10-30 21:33:47,8.0,Zaidster7,1687c2e3-e89e-4170-9ef0-7faada664fb3,Streets - Ranked,Slayer,Ranked Arena,1519,1527,3,Win,59.35,4006,3874,155,92,63,1.0,2.33,11,0.0,1.0,8.0,0.0,0.0,0.0,0.0,11,7,0,0,4,0,0,12.0,11.0,1450.0,0,4,438,1,0,0
2024-10-30 21:42:48,8.0,Zaidster7,41e1ef05-78bb-4786-b52a-d5ef00e9981c,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1527,1518,6,Loss,56.67,3927,5805,150,85,65,0.43,-10.0,9,0.0,0.0,7.0,1.0,0.0,0.0,0.0,21,6,0,0,3,0,0,19.0,20.0,1345.0,0,4,764,0,1,0
2024-10-30 21:56:58,8.0,Zaidster7,73837416-0cd0-4859-a6b4-9ba13f602764,Interference,King of the Hill,Ranked Arena,1518,1526,3,Win,49.49,4542,5393,196,97,99,0.93,2.33,13,2.0,0.0,10.0,0.0,0.0,0.0,1.0,14,10,0,0,2,0,0,17.0,14.0,1860.0,0,4,560,1,0,0
2024-10-30 22:07:38,8.0,Zaidster7,96516623-e4f8-4b19-8c78-bf2496229eed,Aquarius - Ranked,CTF,Ranked Arena,1526,1519,6,Loss,60.75,5518,6345,186,113,73,0.91,-0.33,20,3.0,0.0,11.0,0.0,0.0,0.0,0.0,22,5,0,1,4,0,0,17.0,18.0,2380.0,0,7,696,0,1,0
2024-10-30 22:27:20,8.0,Zaidster7,d3da625b-fb6a-466a-bf97-c004fe4cd1b7,Interference,Slayer,Ranked Arena,1519,1511,6,Loss,60.74,3526,4775,135,82,53,0.67,-4.0,10,1.0,0.0,7.0,0.0,0.0,0.0,0.0,15,3,0,0,3,0,0,11.0,11.0,1150.0,0,2,419,0,1,0
2024-10-30 22:36:59,8.0,Zaidster7,87ab0732-67d7-461e-8076-8f83cf4b73d9,Live Fire - Ranked,Oddball,Ranked Arena,1511,1503,5,Loss,57.35,6545,7717,211,121,90,0.85,-0.33,22,3.0,0.0,11.0,4.0,0.0,0.0,1.0,26,11,0,0,4,0,0,29.0,25.0,3530.0,0,14,994,0,1,0
2024-11-01 11:14:49,8.0,Zaidster7,902f4716-a434-4f36-8d33-3fcf79e2461c,Empyrean - Ranked,CTF 3 Captures,Ranked Arena,1503,1512,2,Win,63.24,6410,5691,185,117,68,1.35,8.0,23,4.0,1.0,16.0,3.0,0.0,0.0,0.0,17,6,0,0,5,0,0,18.0,17.0,2925.0,0,13,683,1,0,0
2024-11-01 11:35:17,8.0,Zaidster7,28055293-e10e-4477-91ab-da744c141e79,Streets - Ranked,Slayer,Ranked Arena,1512,1521,1,Win,71.09,5310,3522,128,91,37,2.09,13.66,23,7.0,0.0,13.0,0.0,0.0,0.0,1.0,11,5,0,0,6,0,0,13.0,11.0,2560.0,0,10,460,1,0,0
2024-11-01 11:50:50,8.0,Zaidster7,4438ce70-3f7c-4cdf-8ca7-3942e007551a,Empyrean - Ranked,CTF 3 Captures,Ranked Arena,1521,1512,5,Loss,53.2,5186,5639,203,108,95,0.55,-5.66,11,3.0,2.0,5.0,1.0,0.0,0.0,1.0,20,10,0,0,2,0,0,17.0,18.0,1935.0,0,4,693,0,1,0
2024-11-01 12:03:34,8.0,Zaidster7,6c954d79-cfbc-4de8-a1b1-5761b488fa91,Interference,Slayer,Ranked Arena,1512,1520,4,Win,62.2,2930,3810,82,51,31,0.64,-3.0,7,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11,3,0,0,2,0,0,12.0,10.0,850.0,0,2,423,1,0,0
2024-11-01 12:11:47,8.0,Zaidster7,504e0f79-562b-42e0-9ddd-cf4b9f4ab053,Forbidden - Ranked,CTF 3 Captures,Ranked Arena,1520,1512,6,Loss,63.6,6925,5844,239,152,87,1.4,9.33,21,2.0,1.0,17.0,3.0,0.0,0.0,3.0,15,10,0,0,5,0,0,19.0,19.0,2680.0,0,11,748,0,1,0
2024-11-01 12:26:42,8.0,Zaidster7,495d09dd-f6b5-4d90-b41b-4fe93a4dd94c,Live Fire - Ranked,Oddball,Ranked Arena,1512,1504,7,Loss,57.22,5748,5854,194,111,83,0.9,-0.66,19,5.0,1.0,6.0,0.0,0.0,0.0,0.0,21,4,0,0,3,0,0,21.0,18.0,2455.0,0,12,723,0,1,0
2024-11-01 16:29:11,8.0,Zaidster7,8609033c-c6c6-4b68-8729-0e1761a0d531,Recharge - Ranked,Oddball,Ranked Arena,1504,1504,5,Left,29.17,417,458,24,7,17,0.0,-2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,0.0,3.0,-200.0,0,0,130,0,0,0
2024-11-01 16:32:29,8.0,Zaidster7,3bba338f-b0ab-46b6-b15e-64b444aa8304,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1504,1512,1,Win,58.4,3614,4084,125,73,52,1.09,2.33,12,2.0,0.0,8.0,0.0,0.0,0.0,0.0,11,4,0,0,5,0,0,13.0,12.0,1885.0,0,4,504,1,0,0
2024-11-01 16:41:56,8.0,Zaidster7,a8f0e6aa-4ffd-4b92-bf9e-700752bf77d7,Streets - Ranked,Slayer,Ranked Arena,1512,1504,7,Loss,66.94,3833,3467,121,81,40,1.0,1.33,12,1.0,0.0,8.0,0.0,0.0,0.0,0.0,12,4,0,0,2,0,0,11.0,11.0,1400.0,0,5,428,0,1,0
2024-11-01 16:55:03,8.0,Zaidster7,dd2c573e-9356-4a0b-8c2e-5d8e9494ed4e,Solitude - Ranked,Slayer,Ranked Arena,1504,1512,1,Win,73.91,830,210,23,17,6,2.0,3.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,2,0,0,2.0,0.0,350.0,0,2,95,1,0,0
2024-11-01 16:59:39,8.0,Zaidster7,dde43393-389a-4116-8a87-a0459d65641b,Aquarius - Ranked,CTF,Ranked Arena,1512,1497,5,Left,52.5,1456,1900,80,42,38,0.5,-2.66,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,1,0,0,1,0,0,3.0,5.0,350.0,0,0,198,0,0,0
2024-11-01 17:03:42,8.0,Zaidster7,c4fc34e7-04fb-4508-96be-29fbe5213078,Live Fire - Ranked,King of the Hill,Ranked Arena,1497,1505,1,Win,66.21,4031,3828,145,96,49,1.67,8.0,15,5.0,0.0,9.0,0.0,0.0,0.0,0.0,9,6,0,0,9,0,0,13.0,13.0,2225.0,0,9,479,1,0,0
2024-11-01 17:16:43,8.0,Zaidster7,e9475f90-2dd1-4cea-80b7-02bf23642cab,Argyle - Ranked,CTF 3 Captures,Ranked Arena,1505,1513,1,Win,54.8,4588,5185,177,97,80,0.88,0.33,14,2.0,0.0,10.0,3.0,0.0,0.0,0.0,16,7,0,0,4,0,0,19.0,19.0,2175.0,0,6,752,1,0,0
