Date,SeasonNumber,SeasonVersion,Player,MatchId,Map,Category,Playlist,Input,Queue,PreCsr,PostCsr,WinningTeam,WinningTeamCSR,WinningTeamMMR,WinningTeamScore,WinningTeamFinalScore,WinningTeamWinPercentChance,LosingTeam,LosingTeamCSR,LosingTeamMMR,LosingTeamScore,LosingTeamFinalScore,LosingTeamWinPercentChance,Rank,WasAtStart,WasAtEnd,WasInProgressJoin,Mmr,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,TotalKills,KillsMelee,KillsGrenade,KillsHeadshot,KillsPower,AssistsEmp,AssistsDriver,AssistsCallout,Deaths,Assists,Betrayals,Suicides,MaxSpree,VehicleDestroys,VehicleHijacks,ExpectedKills,ExpectedDeaths,Score,Perfects,Medals,LengthSeconds
"2022-04-18 02:13:16",1,2,"l 0cty l",a24191b3-840d-497d-9e42-70d12cac55ce,"Live Fire",Slayer,"Ranked Arena",Controller,Solo/Duo,1184,1179,,,,,,,,,,,,,6,,,,,Loss,52.58,4830,3651,426,224,202,0.93,1.00,13,,,,,,,,14,6,0,0,8,0,0,,,,0,4,496
"2022-04-19 03:38:55",1,2,"l 0cty l",aee33aa1-e6be-472b-b84a-ea0ec6c2115b,Streets,Strongholds,"Ranked Arena",Controller,Solo/Duo,1179,1181,,,,,,,,,,,,,1,,,,,Win,45.81,3317,3044,358,164,194,0.75,-0.33,6,,,,,,,,8,5,0,0,2,0,0,,,,0,1,696
"2022-04-19 03:52:19",1,2,"l 0cty l",518fa8ec-bf9a-4238-b678-1c4044b914a8,Streets,Oddball,"Ranked Arena",Controller,Solo/Duo,1181,1183,,,,,,,,,,,,,1,,,,,Win,47.37,876,595,95,45,50,1.50,1.67,3,,,,,,,,2,2,0,0,3,0,0,,,,0,2,366
"2022-04-19 03:59:41",1,2,"l 0cty l",03ad5c39-e7ba-4c32-9b53-8628201ba819,Aquarius,Slayer,"Ranked Arena",Controller,Solo/Duo,1183,1186,,,,,,,,,,,,,4,,,,,Win,44.27,3358,3360,384,170,214,0.82,-1.00,9,,,,,,,,11,3,0,0,5,0,0,,,,0,6,543
"2022-04-20 03:58:32",1,2,"l 0cty l",cd58af56-844f-453a-acb1-aa54c3059bd3,"Live Fire",Slayer,"Ranked Arena",Controller,Solo/Duo,1186,1183,,,,,,,,,,,,,5,,,,,Loss,53.7,4388,3819,473,254,219,1.50,6.33,15,,,,,,,,10,4,0,0,5,0,0,,,,0,2,568
"2022-04-20 04:11:33",1,2,"l 0cty l",e6912344-b1f8-45db-9b6a-4d5b19e82663,Recharge,Slayer,"Ranked Arena",Controller,Solo/Duo,1183,1193,,,,,,,,,,,,,2,,,,,Win,51.98,3996,2892,379,197,182,2.00,9.67,14,,,,,,,,7,8,0,0,3,0,0,,,,0,2,469
"2022-04-20 04:20:35",1,2,"l 0cty l",1e86d145-c82b-4f5f-971c-0d9209ae0a9a,Aquarius,Slayer,"Ranked Arena",Controller,Solo/Duo,1193,1193,,,,,,,,,,,,,5,,,,,Loss,49.54,4103,3571,438,217,221,0.92,0.67,12,,,,,,,,13,5,0,0,2,0,0,,,,0,7,502
"2022-04-20 04:30:42",1,2,"l 0cty l",87f40dd9-22d0-47d0-b12d-4cfcec1d907e,Recharge,Slayer,"Ranked Arena",Controller,Solo/Duo,1193,1189,,,,,,,,,,,,,6,,,,,Loss,53.44,4866,4920,479,256,223,0.87,-0.67,13,,,,,,,,15,4,0,0,2,0,0,,,,0,2,599
"2022-04-21 02:30:44",1,2,"l 0cty l",4f64034d-5900-49fc-bd4a-d8777f1b8787,Streets,Strongholds,"Ranked Arena",CrossPlay,Open,1307,1292,,,,,,,,,,,,,8,,,,,Left,46.97,1732,2313,132,62,70,0.75,-1.00,6,,,,,,,,8,3,0,0,2,0,0,,,,0,1,421
"2022-04-21 02:39:41",1,2,"l 0cty l",ccd7af14-aa81-494a-9769-c6addcabeb8b,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,1292,1305,,,,,,,,,,,,,1,,,,,Win,48.15,4623,4673,542,261,281,1.23,4.67,16,,,,,,,,13,5,0,0,5,0,0,,,,0,7,618
"2022-04-21 02:51:20",1,2,"l 0cty l",cc0b9eeb-cca7-4e86-bfa3-3503c2b12d25,Streets,Oddball,"Ranked Arena",CrossPlay,Open,1305,1302,,,,,,,,,,,,,8,,,,,Loss,49.34,8410,9126,829,409,420,1.03,4.67,33,,,,,,,,32,11,1,0,3,0,0,,,,0,7,1057
"2022-04-21 03:10:13",1,2,"l 0cty l",6d32f21d-79d6-411d-8f87-6fbbc831a605,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,1302,1313,,,,,,,,,,,,,1,,,,,Win,50.94,5176,4484,530,270,260,1.75,10.67,21,,,,,,,,12,5,0,0,4,0,0,,,,0,4,763
"2022-04-21 03:24:39",1,2,"l 0cty l",86c1b6da-721a-4b2c-8f60-4530d955b3c1,Recharge,Slayer,"Ranked Arena",CrossPlay,Open,1313,1310,,,,,,,,,,,,,7,,,,,Loss,45.33,3595,3403,428,194,234,0.83,0.67,10,,,,,,,,12,8,0,0,3,0,0,,,,0,1,492
"2022-04-21 03:34:02",1,2,"l 0cty l",c7c011fe-4897-4d59-8948-4f045a1a1871,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,1310,1324,,,,,,,,,,,,,1,,,,,Win,50.66,6608,6053,683,346,337,1.19,8.33,25,,,,,,,,21,13,0,0,6,0,0,,,,0,7,747
"2022-04-24 02:33:23",1,2,"l 0cty l",6dd8df56-f693-46e6-9580-9410189d9963,Streets,Slayer,"Ranked Arena",Controller,Solo/Duo,1189,1198,,,,,,,,,,,,,3,,,,,Win,42.05,3326,2783,390,164,226,1.57,6.33,11,,,,,,,,7,7,0,0,4,0,0,,,,0,3,418
"2022-04-24 02:43:18",1,2,"l 0cty l",ef6b34f0-33e7-42a1-a64c-830c4c20b61b,Streets,Strongholds,"Ranked Arena",Controller,Solo/Duo,1198,1191,,,,,,,,,,,,,5,,,,,Loss,57.35,3732,4031,340,195,145,0.92,0.67,11,,,,,,,,12,5,0,0,5,0,0,,,,0,3,509
"2022-04-24 02:56:53",1,2,"l 0cty l",060e42d8-2ceb-45ea-a7b3-b5434d27ee5b,Recharge,Strongholds,"Ranked Arena",Controller,Solo/Duo,1191,1190,,,,,,,,,,,,,5,,,,,Loss,69.01,2069,3174,142,98,44,0.08,-11.00,1,,,,,,,,13,3,0,0,1,0,0,,,,0,1,303
"2022-04-24 03:03:24",1,2,"l 0cty l",520a71ce-afc9-4e14-ae31-17a6ed2daadd,"Live Fire",Strongholds,"Ranked Arena",Controller,Solo/Duo,1190,1182,,,,,,,,,,,,,5,,,,,Loss,38.36,4430,6095,597,229,368,0.56,-4.67,10,,,,,,,,18,10,0,0,3,0,0,,,,0,4,765
"2022-04-24 03:19:00",1,2,"l 0cty l",30ce6de5-1152-4d87-b01c-7aa9b90a43d5,Recharge,Strongholds,"Ranked Arena",Controller,Solo/Duo,1182,1191,,,,,,,,,,,,,1,,,,,Win,46.09,3379,2735,256,118,138,1.22,3.67,11,,,,,,,,9,5,0,0,6,0,0,,,,0,6,409
"2022-04-24 03:26:56",1,2,"l 0cty l",c7094efa-66f4-487d-830d-3861caaef01a,Aquarius,CTF,"Ranked Arena",Controller,Solo/Duo,1191,1199,,,,,,,,,,,,,2,,,,,Win,57.47,6390,4938,569,327,242,1.50,12.00,24,,,,,,,,16,12,0,0,4,0,0,,,,0,7,749
"2022-05-09 22:57:01",2,1,"l 0cty l",6eb889b8-4176-4dab-87e9-6d148388a753,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,8,,,,,Left,58.43,985,1571,89,52,37,0.67,-1.67,4,,,,,,,,6,1,0,0,1,0,0,,,,0,0,506
"2022-05-09 23:11:25",2,1,"l 0cty l",69539dd7-2b89-4739-8941-dbabf1b8bb13,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,6,,,,,Left,40,1174,1670,120,48,72,0.83,-1.00,5,,,,,,,,6,0,0,0,2,0,0,,,,0,1,632
"2022-05-09 23:22:53",2,1,"l 0cty l",9fe9fef1-3031-413a-80f4-57b1bb0f526c,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,4,,,,,Loss,68.75,158,1429,16,11,5,0.17,-5.00,1,,,,,,,,6,0,0,0,1,0,0,,,,0,1,557
"2022-05-09 23:48:49",2,1,"l 0cty l",3b418035-fc17-4ece-94a6-886a3c092511,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Left,42.11,3025,1994,304,128,176,1.83,5.00,11,,,,,,,,6,0,0,0,3,0,0,,,,0,7,579
"2022-05-10 00:00:24",2,1,"l 0cty l",50d66ff3-a874-40b8-aab5-9aff5c167bbb,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,8,,,,,Left,42.79,2510,1982,222,95,127,1.00,1.33,6,,,,,,,,6,4,0,0,2,0,0,,,,0,2,520
"2022-05-10 00:05:29",2,1,"l 0cty l",88bf4876-996a-4515-bc55-5c906407754d,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,4,,,,,Loss,52.94,1106,1395,68,36,32,0.83,-1.00,5,,,,,,,,6,0,0,0,3,0,0,,,,0,2,628
"2022-05-10 00:47:17",2,1,"l 0cty l",a107a1c7-0f47-4b39-bce4-2b6707b55f92,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,40.51,2562,1556,316,128,188,2.25,5.33,9,,,,,,,,4,1,0,0,4,0,0,,,,0,0,579
"2022-05-10 00:59:18",2,1,"l 0cty l",de62fbab-4751-4252-bff2-528a29270c02,Catalyst,"King of the Hill","King of the Hill",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,50.98,1303,1648,153,78,75,0.71,-2.00,5,,,,,,,,7,0,0,0,1,0,0,,,,0,1,229
"2022-05-10 01:04:49",2,1,"l 0cty l",19d7e802-a84f-4659-84af-7b635c3b7226,Streets,"King of the Hill","King of the Hill",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,51.24,4374,4611,363,186,177,0.81,0.67,13,,,,,,,,16,11,0,0,4,0,0,,,,0,2,531
"2022-05-10 22:02:06",2,1,"l 0cty l",3b3c65a2-3672-4ed6-b6d1-d782263f364d,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,6,,,,,Left,56.36,1960,1887,165,93,72,1.17,1.00,7,,,,,,,,6,0,0,0,4,0,0,,,,0,1,479
"2022-05-10 22:08:42",2,1,"l 0cty l",6ec14398-b5be-4f59-af6c-1fa66175591b,Catalyst,Slayer,"Ranked Arena",Controller,Solo/Duo,0,0,,,,,,,,,,,,,3,,,,,Win,40,3217,3384,400,160,240,1.57,5.33,11,,,,,,,,7,4,0,0,2,0,0,,,,0,7,629
"2022-05-12 21:48:06",2,1,"l 0cty l",725b3940-d97a-4050-9bd5-e71b47114dd3,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,7,,,,,Left,41.67,1664,2143,180,75,105,1.00,0.00,6,,,,,,,,6,0,0,0,2,0,0,,,,0,4,446
"2022-05-12 21:53:47",2,1,"l 0cty l",20f7fa49-f6fc-4804-964f-12e910521f68,Breaker,"Last Spartan Standing","Last Spartan Standing",CrossPlay,Open,0,0,,,,,,,,,,,,,2,,,,,Loss,45.32,1181,1382,139,63,76,1.00,0.00,6,,,,,,,,6,0,0,0,4,0,0,,,,0,1,510
"2022-05-12 22:05:51",2,1,"l 0cty l",27b87fba-3ae9-43b2-ba74-30dd45217ae1,Streets,Strongholds,"Ranked Arena",Controller,Solo/Duo,0,0,,,,,,,,,,,,,1,,,,,Win,38.66,2813,3243,357,138,219,1.10,1.67,11,,,,,,,,10,2,0,0,3,0,0,,,,0,2,567
"2022-05-12 22:22:21",2,1,"l 0cty l",189ee6d5-cb9d-4997-b79b-8e128c98afb5,"Live Fire",Slayer,"Ranked Arena",Controller,Solo/Duo,0,0,,,,,,,,,,,,,5,,,,,Loss,43.01,4163,4192,465,200,265,1.42,5.67,17,,,,,,,,12,2,0,0,5,0,0,,,,0,2,508
"2022-05-14 02:45:56",2,1,"l 0cty l",fafe6472-cc47-4934-beab-75f0d6bce53c,Streets,Slayer,"Ranked Arena",Controller,Solo/Duo,0,0,,,,,,,,,,,,,5,,,,,Loss,59.77,4947,4173,430,257,173,1.40,4.67,14,,,,,,,,10,2,0,0,4,0,0,,,,0,3,535
"2022-05-14 05:10:47",2,1,"l 0cty l",f523d0c1-0e89-44b0-9f3a-e713b642f99a,Streets,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,3,,,,,Win,46.55,2945,2878,348,162,186,1.11,3.00,10,,,,,,,,9,6,0,0,3,0,0,,,,0,4,449
"2022-05-14 05:19:59",2,1,"l 0cty l",0e7facd8-331f-4862-b79a-757246e2b48e,Aquarius,CTF,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,7,,,,,Loss,52.17,2342,3362,253,132,121,0.31,-7.00,4,,,,,,,,13,6,0,0,1,0,0,,,,0,0,601
"2022-05-15 00:42:43",2,1,"l 0cty l",a3282a2d-7e28-43e2-9de2-64251be51b04,Streets,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,8,,,,,Loss,52.78,2377,3578,216,114,102,0.23,-9.00,3,,,,,,,,13,3,0,0,1,0,0,,,,0,0,366
"2022-05-15 00:49:51",2,1,"l 0cty l",a2afd5ab-7d64-4c48-80f5-364af12997f6,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,58.28,5725,6715,453,264,189,0.77,-2.33,20,,,,,,,,26,11,0,0,4,0,0,,,,0,8,864
"2022-06-02 01:34:55",2,1,"l 0cty l",bcfeccc8-9834-42c4-964f-bef0b504136a,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,2,,,,,Win,48.68,8864,10323,871,424,447,0.74,-2.67,23,,,,,,,,31,16,0,0,4,0,0,,,,0,4,1343
"2022-06-02 01:58:47",2,1,"l 0cty l",e0889700-ea1e-4b7d-9ccd-6dbd360b9651,Streets,Strongholds,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,54.87,4706,7062,359,197,162,0.61,-6.67,14,,,,,,,,23,7,0,0,4,0,0,,,,0,6,734
"2022-06-02 02:12:19",2,1,"l 0cty l",83c6e68c-3334-4cd1-9e96-2a506653f937,Bazaar,CTF,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,51.42,4844,6298,492,253,239,0.67,-4.00,14,,,,,,,,21,9,0,0,2,0,0,,,,0,5,748
"2022-06-02 02:26:13",2,1,"l 0cty l",791db77c-edeb-4c46-a755-f2c21809c4cd,Catalyst,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,4,,,,,Win,48.38,3129,3244,401,194,207,0.80,0.33,8,,,,,,,,10,7,0,1,2,0,0,,,,0,4,503
"2022-06-02 02:35:49",2,1,"l 0cty l",78a9924d-9bf5-427a-b021-28d66baf41be,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,46.97,3777,6412,462,217,245,0.46,-10.00,11,,,,,,,,24,9,0,0,2,0,0,,,,0,4,700
"2022-07-10 20:48:01",2,1,"l 0cty l",aee61451-d832-48ce-a731-6fe0fe444610,Streets,Slayer,"Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,8,,,,,Loss,15.42,384,2768,227,35,192,0.18,-9.00,2,,,,,,,,11,0,0,0,1,0,0,,,,0,0,380
"2022-07-10 20:57:39",2,1,"l 0cty l",b60889d3-f458-4d58-a042-56f139393cf9,Catalyst,Slayer,"Quick Play",CrossPlay,Open,0,0,,,,,,,,,,,,,8,,,,,Loss,15.77,946,4064,317,50,267,0.07,-13.00,1,,,,,,,,14,0,0,0,1,0,0,,,,0,0,555
"2022-09-24 03:34:50",,,"l 0cty l",20f72f23-67dd-4444-930e-d80eb5a46fa5,"Launch Site","Team Snipers","Team Snipers",CrossPlay,Open,0,0,,,,,,,,,,,,,7,,,,,Loss,33.33,2096,3406,45,15,30,0.54,-5.67,7,,,,,,,,13,1,0,0,5,0,0,,,,0,8,432
"2022-12-14 02:40:08",2,2,"l 0cty l",9b0a65a2-ea3f-4226-a978-13bbf7386b40,Aquarius,"FFA Slayer","Ranked FFA",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,52.04,5687,2648,613,319,294,3.57,19.00,25,,,,,,,,7,3,0,0,8,0,0,,,,0,8,483
"2022-12-14 02:55:05",2,3,"l 0cty l",7ae9385d-3976-480d-ada1-300072ff3361,Catalyst,"FFA Slayer","Ranked FFA",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,58.39,6828,5433,548,320,228,1.10,3.33,23,,,,,,,,21,4,0,1,5,0,0,,,,0,13,623
"2022-12-14 03:09:48",2,3,"l 0cty l",70e78d6b-bcbc-42b1-8a10-10de42647bb5,Streets,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,50.36,4107,2460,417,210,207,2.29,11.33,16,,,,,,,,7,7,0,0,4,0,0,,,,0,4,508
"2022-12-14 03:20:54",2,3,"l 0cty l",2e022123-6912-4af6-a6c5-2e14a7aa7be6,Streets,"King of the Hill","Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,54.05,7237,6691,703,380,323,1.33,12.67,32,,,,,,,,24,14,0,0,3,0,0,,,,0,11,854
"2022-12-14 03:37:32",2,3,"l 0cty l",f0e021bf-1e2b-4bba-85f8-4c3c578985f9,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,50.55,4472,3727,451,228,223,1.27,5.33,14,,,,,,,,11,7,0,0,6,0,0,,,,0,4,538
"2022-12-14 03:48:16",2,2,"l 0cty l",6c41164c-457b-4599-9aea-18c1eb6855fe,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,55.63,8072,6029,577,321,256,1.09,7.33,24,,,,,,,,22,16,0,0,8,0,0,,,,0,9,777
"2022-12-14 04:02:50",2,3,"l 0cty l",e380f9c8-29e0-4fa5-861e-370480dcbe97,Streets,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,55.19,4235,2286,395,218,177,2.29,10.00,16,,,,,,,,7,3,0,0,6,0,0,,,,0,5,538
"2022-12-14 04:14:05",2,3,"l 0cty l",2334c24d-de9e-43d0-85c2-61c04d5f5d97,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,3,,,,,Win,58.46,5562,3901,455,266,189,2.00,12.00,20,,,,,,,,10,6,0,0,5,0,0,,,,0,5,617
"2022-12-14 04:26:12",2,3,"l 0cty l",3cb62395-99d6-4222-8fcf-b4f7d89cb987,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,47.3,2299,2640,296,140,156,0.63,-1.00,5,,,,,,,,8,6,0,0,2,0,0,,,,0,0,422
"2022-12-14 04:35:16",2,3,"l 0cty l",3edcdae7-879e-42ca-b548-a826e0199238,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,1,,,,,Win,56.49,3343,2353,308,174,134,1.25,3.67,10,,,,,,,,8,5,0,0,2,0,0,,,,0,2,416
"2022-12-14 04:43:35",2,3,"l 0cty l",050fa62d-e50f-4dee-a980-174012051c3c,Recharge,Slayer,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,5,,,,,Loss,57.56,4023,3997,377,217,160,1.15,3.33,15,,,,,,,,13,4,0,0,4,0,0,,,,0,2,550
"2022-12-14 04:55:31",2,2,"l 0cty l",a4ae0e77-1327-4b35-b3ea-56759f198f33,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,0,1007,,,,,,,,,,,,,1,,,,,Win,40.57,3547,4131,456,185,271,1.50,6.33,15,,,,,,,,10,4,0,0,4,0,0,,,,0,7,559
"2022-12-15 03:53:39",2,2,"l 0cty l",619bf7b7-a90c-4a9c-81e7-0d6cb33e3c1f,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,1007,1002,,,,,,,,,,,,,5,,,,,Loss,46.84,3990,3506,474,222,252,0.79,-2.00,11,,,,,,,,14,3,0,0,3,0,0,,,,0,1,453
"2022-12-15 04:03:01",2,2,"l 0cty l",2641c864-be77-40d7-8f8c-e49c0052580e,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,1002,997,,,,,,,,,,,,,5,,,,,Loss,50.9,6315,4974,501,255,246,1.44,10.00,23,,,,,,,,16,9,0,0,4,0,0,,,,0,7,711
"2022-12-17 03:16:22",2,2,"l 0cty l",4fc956c3-502d-470a-b9c5-ce463ad978df,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,997,1012,,,,,,,,,,,,,4,,,,,Win,43.15,2712,3236,343,148,195,0.90,1.67,9,,,,,,,,10,8,0,0,2,0,0,,,,0,6,427
"2022-12-17 03:24:45",2,2,"l 0cty l",0efa61c8-d6c2-4075-b09e-0256528768d0,Empyrean,Slayer,"Ranked Arena",CrossPlay,Open,1012,1026,,,,,,,,,,,,,4,,,,,Win,52.74,2949,3673,292,154,138,0.73,-1.33,8,,,,,,,,11,5,0,0,2,0,0,,,,0,2,475
"2022-12-17 03:33:59",2,2,"l 0cty l",87bf202e-e04e-4039-ad7c-09565c87a4a5,Streets,Strongholds,"Ranked Arena",CrossPlay,Open,1026,1021,,,,,,,,,,,,,5,,,,,Loss,47.8,4020,5108,454,217,237,0.53,-4.00,9,,,,,,,,17,12,0,0,2,0,0,,,,0,2,669
"2022-12-17 04:01:04",2,2,"l 0cty l",103898ce-741b-4706-9cdc-dfe74120793e,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,1021,1036,,,,,,,,,,,,,1,,,,,Win,57.84,3303,4091,287,166,121,1.67,7.67,15,,,,,,,,9,5,0,0,4,0,0,,,,0,4,581
"2022-12-17 04:30:38",2,2,"l 0cty l",99767b82-b0af-40dc-800c-026340b8a297,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,1036,1047,,,,,,,,,,,,,1,,,,,Win,34.3,2978,4313,449,154,295,0.53,-5.00,8,,,,,,,,15,6,0,0,3,0,0,,,,0,2,541
"2022-12-17 04:41:15",2,2,"l 0cty l",5ad3b2ac-a7ec-41f7-a1a4-bb1e34bbdfe1,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,1047,1060,,,,,,,,,,,,,2,,,,,Win,47.33,7307,8267,693,328,365,0.60,-8.67,18,,,,,,,,30,10,0,0,3,0,0,,,,0,5,1057
"2022-12-23 17:24:39",2,3,"l 0cty l",1fa59f60-410f-4359-9d1e-129fd2269705,Empyrean,Slayer,"Ranked Arena",CrossPlay,Open,1060,1055,,,,,,,,,,,,,6,,,,,Loss,35.71,2671,3281,392,140,252,0.80,-1.33,8,,,,,,,,10,2,0,0,3,0,0,,,,0,5,464
"2022-12-23 17:33:56",2,2,"l 0cty l",6323afcd-715c-4ba1-8d47-db9359a9e3ea,Streets,Strongholds,"Ranked Arena",CrossPlay,Open,1055,1051,,,,,,,,,,,,,5,,,,,Loss,46.7,4546,5253,454,212,242,1.00,1.00,17,,,,,,,,17,3,0,0,3,0,0,,,,0,6,667
"2022-12-23 17:47:26",2,2,"l 0cty l",106a46c5-d28b-479a-9df5-4381c789d389,Streets,Slayer,"Ranked Arena",CrossPlay,Open,1051,1066,,,,,,,,,,,,,2,,,,,Win,58.41,3081,2365,226,132,94,1.88,8.33,15,,,,,,,,8,4,0,0,6,0,0,,,,0,10,400
"2022-12-23 17:56:21",2,3,"l 0cty l",88f5db34-8574-4121-8634-2ebed934343f,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,1066,1051,,,,,,,,,,,,,8,,,,,Left,25.81,493,955,31,8,23,0.67,-1.00,2,,,,,,,,3,0,0,0,2,0,0,,,,0,0,437
"2022-12-24 03:26:26",2,2,"l 0cty l",6d912ff3-b1d7-431e-8fa7-04172867336e,Streets,Slayer,"Ranked Arena",CrossPlay,Open,1051,1046,,,,,,,,,,,,,7,,,,,Loss,47.76,2723,3403,268,128,140,0.62,-4.33,8,,,,,,,,13,2,0,0,2,0,0,,,,0,1,426
"2022-12-24 03:35:02",2,2,"l 0cty l",23b3f884-c492-41be-949c-d21d12c70855,Aquarius,CTF,"Ranked Arena",CrossPlay,Open,1046,1061,,,,,,,,,,,,,2,,,,,Win,48.54,2980,3955,377,183,194,0.92,0.67,11,,,,,,,,12,5,0,0,3,0,0,,,,0,3,550
"2022-12-24 03:45:59",2,3,"l 0cty l",5bbfbd93-d68c-4872-b8d7-1e9edefa6be5,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,1061,1076,,,,,,,,,,,,,1,,,,,Win,39.04,4720,6019,707,276,431,1.00,4.67,16,,,,,,,,16,14,0,0,4,0,0,,,,0,6,912
"2022-12-24 04:02:42",2,3,"l 0cty l",032b053b-c86d-47dc-8cf3-e34a771d954c,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,0,0,,,,,,,,,,,,,4,,,,,Win,44.29,1499,1434,140,62,78,1.75,4.00,7,,,,,,,,4,3,0,0,3,0,0,,,,0,3,329
"2022-12-24 04:09:28",2,2,"l 0cty l",aa5d9c8f-b7b2-4bfa-9872-470a6d16bf92,Empyrean,Slayer,"Ranked Arena",CrossPlay,Open,1076,1070,,,,,,,,,,,,,8,,,,,Loss,48.9,2583,3600,319,156,163,0.55,-2.67,6,,,,,,,,11,7,0,0,2,0,0,,,,0,2,520
"2022-12-24 04:19:26",2,3,"l 0cty l",c6ef9927-ddd9-49a8-9cfe-c741fc84609c,Streets,Oddball,"Ranked Arena",CrossPlay,Open,1070,1075,,,,,,,,,,,,,2,,,,,Win,45.86,1361,992,181,83,98,1.33,1.67,4,,,,,,,,3,2,0,0,3,0,0,,,,0,1,300
"2022-12-24 04:26:00",2,3,"l 0cty l",ae711371-1bdb-4c42-a2ec-56e17e235021,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,1075,1070,,,,,,,,,,,,,7,,,,,Loss,46.18,2793,3650,249,115,134,0.92,0.00,11,,,,,,,,12,3,0,0,4,0,0,,,,0,5,429
"2022-12-24 04:35:03",2,3,"l 0cty l",0d3984de-a272-46f3-a885-3ccaef4a7cac,Streets,Slayer,"Ranked Arena",CrossPlay,Open,1070,1082,,,,,,,,,,,,,4,,,,,Win,41.19,2799,3140,318,131,187,0.89,0.33,8,,,,,,,,9,4,0,0,2,0,0,,,,0,3,527
"2022-12-24 04:45:47",2,2,"l 0cty l",3e091db9-8cd7-4fbd-8bdd-8ad4b3d42f32,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,1082,1096,,,,,,,,,,,,,3,,,,,Win,35.18,3197,3690,452,159,293,1.00,2.00,12,,,,,,,,12,6,0,0,4,0,0,,,,0,6,487
